cleaned_tweet,class
kill cops cracker babies next black states white states latino states moving backwards,0
must call cracker please call cheez saltine,2
bitch really care,1
like cheese pizza pussy stay away lovely combination pizza,1
rat family get trouble little bitch bloodthickerthanwater,1
say following words convo nigger nigga swag yolo fag retard,0
single start hitting hoes,1
sweat pussy somethin new,1
think term redskins offensive political issue ignorant,2
want come buy mufuckin fronting nowadays niccas playing games hunned loud,1
would followed george washington means white trash,0
little scared bitch possibility louisville purge go ferguson,1
gonna hoe look relationships lost privilege decided hoe,1
directly descended european royalty upper nobility fully human common gutter trash,2
watching seahawks game hella bitch,1
ever drunk fish might redneck,2
main reason disliking something popular chance little stupid idiot bitch baby child,1
youu let yo bitch leave another niggah say shit thats youu,1
iggy trending twitter trash today,2
igot level far flappy birds smh,2
im single bitch money shit,1
im rich niggaaaaa need rich bitch,1
im twat,2
im allowed trip bitch cant trip tho,1
im back bitches,1
im glad met chick reminds trash left behind,2
im mickey ds gone ask double cheese burger wit cheese foh,2
im order real nicca gotta real nicca,1
im ready today iu iubb hoosiers hoosierstate ncaa big michigan gameday btown,2
im retarded real im sitting getting mad thinking daughter ignoring remember aint,1
im sippin hot tea bitch,1
im soooooo tired dick dyke showing fb feed real studs dont fucc niggas bisexual,0
im still going trick treating thats free munchies bitch,1
im telling man rt roethlisberger got record expunged became trash,2
im tired bitches actin like loyal lol,1
im trying come back fine ass bitch next lifetime,1
im way league hoe please excuse ego,1
ima knock pussy like fight,1
ima spread pussy like acre,1
ima trash fantasy,2
imma knock pussy like fight night,1
n like sunshine blue sky song bird smile front porch perfume ocean wind kissed cheeks,2
inbed eating left poppadom livinthedream,2
inde jus got hype work knew bitch candace die,1
indiana lost bowling green big ten continues trash,2
inspiring huge crowd tourists sit watch wild meadow rats trash cans cameras gasping,2
international law enforcement operation disrupts shylock banking malware pcworld international law enforcem,2
international law enforcement operation disrupts shylock banking malware pcworld international law enforcem,2
international law enforcement operation disrupts shylock banking malware pcworld international law enforcem,2
international police operation disrupts shylock banking trojan computerworld guardianinternational poli,2
international police operation disrupts shylock banking trojan computerworld guardianinternational poli,2
ion care fuck hoe,0
ion kno wat kinda spring clothes imma get yung nicca dis year doin da polo dis year gotta offset em wit sumthin else,2
iont see niggas fags,0
hillary dodo bird candidate via,2
hillary dodo bird candidate via,2
yankee good mood today,2
dare colored players hockey,2
hicks saying bung beds,2
weird licking nip,2
remix hoes lawyers lmao fave chris brown song,1
full moon crazyassholes full force talking muzzies liberals mood oblige,0
looser college town btown yes id like visit iu hoosiers,2
islamic jihadis run away pakistan uniteblue,2
isley brothers got alot pussy boy take notes,1
april fool yet jay z trash,2
nothin cut bitch,1
aint nuttin cut bitch thats shit ring tone,1
already soaked sinked amp melted dropped shit bitch idgaf linc get caught,1
zero hoes still go like degrees plus tax,1
good gotta woyke da moanin da colored dat woyke cuz colored folk lazy lives da white guilt,2
sounding like bitch cops talk radio sounding bitch every single time aint never dude voice,1
feels awkward playing mean know rooting awkward,2
gets mad mexicans go mexico like wtf support team bitch,1
happens black pack beats whitey make national news,0
worthless bitches like though,1
opened clouds parting silk gt get room southside ghetto,1
really bad california faggot marriage forced upon citizens declared illegal,0
stink bitch must pussy ass niggas talkin shit,1
stinks must pussy ass niggas talkin shit tomyfacebro test,0
nice unfollow fag,0
would pretty cool got see time go back hillbilly town,2
degrees bitch stuffed animal wrapped around neck onlyattheducksgame,1
karaoke night baby hi ho hi ho sing go voice sounds like sandpaper hi ho hi ho,2
october babe hoe anymore,1
bird plane peter walkin air byers,2
lot uncle tom ass niggas,0
matter pure weight ratios five ounce bird carry one pound coconut,2
plane bird nah laps around dam lol,2
almost christmas charlie brown,2
funny females want called bitch put word bad front happy af,1
funny girls crying nudes ig like bitch sending nudes begin,1
funny swaggot white boys wanna act like ballin till comes time tip sad ass crackers,1
gonna long season yankees simulation right bluejays rays yankees orioles,2
hilarious seeing chicks cry whine song lyrics got little scene fag instead real man,1
littledebbie cloud cake twinkies,2
levels bitch fuck nigga cause like red bottom afford nigga got benz riding honda accord,0
official leave america january rd see ya bitches february fun winter,1
scientifically proven one cry least watching charlie st cloud,2
shady bitches talk guys w girlfriends disrespectful another girl,0
still spring bitch,1
stuff like makes black people look retarded expressing stupidity,2
hillbilly thought ever thing way one time one audience therefore must way always,2
dyke chick cut hair barbershop look like future,0
throw throat thursdays make ghetto gaggler,1
time mock halftime america bout wake america radical leftists running country,0
unbelievable americans refused kill okies means americans weak willed trash,0
weird miss robertson screwdrivers gt toque mickey ten canadianisms via,2
arabspring training charlie brown rejectedpeanutsspecials,2
obvious bitch still immature havent let go past yet face fucked good thing,1
okay smash one homeboys bitches girl long tell afterwards,1
suppose yellow dont yellow,2
jai may make appearance party love fag,0
jaime dont make look like bitch lmao,1
jamaica populated island hillbillies even linguistics kind sub accent olde english derivatives,2
jameis winston got benched standing table saying fuck right pussy irony deep use shovel,1
jason admitted stuck bitch lol think much better everycunt naaaaa,0
jay z takeover amp u know live home amp home concert yankee stadium via,2
jealousy bitch,1
jennifer lawrence nudes sooooo trash im still smashin though doubt,0
jeter almost broke yankee stadium,2
jets trash,2
jihadi john beheader journalist foley sotloff arab charity collector via,2
jihadi john struck prayers victims families bounty head time meet allah,2
jihadi pop music debates yo bro hear latest abu yasser hit bro totally abu hajar fan undergroundculture,2
jihadi propaganda ploy us gulf countries publish pics pilots deflect sunnis anger amp iran,2
jihadi rehab needs account unpleasant fact worst behaviors attract participants,2
jihadi streams british isis fighter identified abu abdurahman al britani killed action,2
jihadis turn washington national cathedral mosque friday prayers lnyhbt ccot teaparty gop tgdn,2
jihadis running claim king saudi arabia died two days ago must bombs falling em r making em hallucinate,2
jihadis betting public protests britain force uk gov anti isis coalition,2
jihadis circulating video killing boko haram nigerian pilot captured helicopter shoot,2
jihadis claim shot iraq army mi attack helicopter beji amp identify pilot name rank,2
jihadis identify man indonesia one carried massive suicide bombing speicher camp iraq,2
jihadis keep prattling shot today think apache helicopter maybe mi,2
jihadis seem upset location jedah conference saudi purpose isis,2
jihadis specifically asking international schools saudi targeted realthreat,2
jihadis taunting america amp spreading paranoia tents appeared video daesh training camp near mosul,2
jindal seemed body experience enhanced special brownies bj em stribpol mngop,2
jk going pussy want love life seein scared shit,1
joba chamberlain looks like homeless guy contest yankees,2
joes parties got hoes always hot hell,1
john kerry sellout neverforget pussy screwed troops vietnam rewarded disgusting,1
john mccain trashes jay carny live cnn syria isis obama,2
johnny manziel flipped somebody bird,2
johnny rebel could nigger day,0
johnny rebel quit bitchin nigger,0
jones iba ez gas giving earlier first half call ups get playing time yankees mlb,2
jose soto reflections former gay teabagger,2
josef pitted slight possibility make remaining laps highly doubt need yellow indyfest,2
js feet song trash loll,2
jus waking hearing lebron sheet dummy respect go get ya rings come back real admirable bitch,1
trash others fixed none issues rt naw rt anyone download ios yet,2
cleaned fingernails knife hillbilly,2
got done taking photos brownie flowcity,2
got shit bird blessed,1
hit flappy bird,2
hold goin crib bitch,1
case day get better wife rav flat redneck put inch rims goes x,2
killed birds stone thank god payed attention communication classes work,2
made test bitch,1
might fuck yo main bitch dats feel,1
life wanna see someone family feud look family member say horrible answer retarded,1
posted photo yankee stadium,2
purchased first trenta iced coffee slippery slope,2
saw crow gallop across road mmkay wut,2
saw lady looks like honey boo boos mom goddamn bitch ugly,1
saw baddest bitch life walking street aeropostale shirt prolly woulda gamed ass,1
sayin hoe rt fuck u bitch,1
seen dude wearing black white outfit pyrex shorts getting pussy tonight,1
seen pic comparison lou holtz grandma beverly hillbillies stop crying tears unfathomable hilarity,2
seen baddest bitch tower city heart got warm,1
spoke w legend mentor charlie ericksen great catch w helped open doors latino journos thankful,2
stopped line room still look like doo wop singer,2
tied right shoe driving freeway swag bitch know,1
get u mad go search bar search stupid niggers amp hop somebodys head mention lol,0
watched scene zero dark thirty pop osama bitch ass u,0
feeling totally useless world another baby bird found need tlc call drdolittle,2
k dude seriously retarded stop talking like start retarded make change drool cup,1
kfc biscuits trash,2
kaaspiet bloempiet lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken zolang maar blanke beslissing,2
kaetlin bitch,1
kanye west faggot,0
kanyeeeeeee yard ape acting idiot stupid,2
karmas bitch getting along fine real soon,0
katey voka made hoes background popular,1
keep away frm charlie day rt life like someone favorite part body disgusting knees,2
kentucky fried cater da white folk colored menu,2
khloee new backpack colored last night,2
kick dem fucc niccas da spot,0
kill la kill trash,2
killing home nba pacers indiana paulgeorge hoosiers basketball hashtag winning,2
kim kardashian look like tranny surgery,0
kinda want spit gum bitches hair,1
king ti vs tip troubleman albums trash,2
kip tokuda yellow guy working niggerize seattle pd died bad another pos hiding wings replace,0
knock em wit sum chunky,2
knockin dent dis big bitch fwm everywhere,1
know karma real hope doin cool still stupid ass bitch fuckin yoooou,1
know birds wear pants cause pecker way,1
know ultimate warrior died god loves fag toosoon anti gay crusader little light jokes necessary,0
knowing want make bitch makes woman settle anything less deserves,1
known take nigga bitch real quick,1
kobe hoe,1
la quina una vez en jap n japoneses crearon una quina que atrapaba ladrones primero la quina la,2
lmao joe calling whitehouse offering advice yeah president cares disgraced former redneck house guy fl says morningjoe,2
lmaooooooo rt record scratches rt damn twitter famous bitches hea strippin,1
lmfaooooo bye american sports trash soccer hockey best sports,2
lol remember bitch said liked hair asked smfh wut yes,1
lol benghazi hearings proved nothing republicans care taking pbo foxnews teabaggers,2
lol talking monkey live internet wonders never cease,2
lololol rt freddy still birds doppz still wet man harry still parry salting,2
lrg ass nigguh,0
lsu got lot thirsty muching nasty hoes football team stay running thru yall meal ticket wanting hoes lol,1
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening twijfel te nemen zijn zegje wet en kuch kuch water,2
ladies remember women including friends trifling speak great nigga bitches try smh lol,1
lakers purple yellow garbage,2
lakers trash right,0
lakers fans feel pain yankees fans feeling today end basketball season,2
lamar odom little bitch pathetic,1
lame mcs still let hoes stilettos play hoes nothin us aint pimps still cant press average,1
lashontae bad bitch times,1
late night phone convos hoomie nigga gook,0
laughing deck gave yellow jesus stencils,2
lauren amp ate candy found floor class trash,2
levar burton called shatner bitch lol,1
leave nicca traumatized,1
leave teabaggers whine infrastructure r ones pay waiting god fix morningjoe,2
leave would trash,2
leave bitchen bitches,1
lebron warm jacket full bitch,1
lebron gone dunk hoe like ease,1
left nice little message inbox deleted comment called bitch,1
left calc final singing boss ass bitch indication went,1
legion jig,2
lemme find bitch nigga talking shit,0
let bitch bitch n hoe hoe,1
let bitch say got small dick god whip shit show everyone room got blessed,1
let niggah try,1
let fuck side hoes peace smh rt wish boyfriend would respond texts,1
let find floyd mayweather bitter bitch today social networks whohurtyou,1
let tell yall glass something sweet bitch brought full glass im thinking thing start gulping,1
let text hoes gm sumpin,1
let jig commence,2
let white boy ghetto,2
let bitches keep loving sosa,1
let serious fans callers wanted run heavily dink dunk work great get extra yrds,2
let cripple vanity industry actually start liking look,2
let go sweep yankees subwayseries,2
let say hotel staying going want hand towel back idea could turn em shade yellow,2
let play ghetto white girl neck tattoos front buy answered cigarillo seen episode b,2
let see goes lol using coupon haha kik dm text ya tweet hoe lolololol,1
lethal bird flu cocktail sent lab accidentally went unreported cdc,2
lets finish strong yankees,2
lets go hoosiers iubb,2
libertarians pussies thought believed self defense yet want peaceful revolution,1
liberty justice rt go get sandwich nigger kill,0
libs trash saira blair year old republican seat west virginia legislature,2
life aint nuthin bitches money icecube nwa,1
life bitch every dog day,1
life bitch every dog day,1
life bitch appreciate mayne,1
life fuckin short free bird,1
light skin niggah,1
lighting pretty ass w yellow stars lls,1
lightskins spanish girls acting like breaking niggas hearts necessity stop cruel bitch,1
like baathists isis amp al qaeda supporters rivalry absurd cause battling authentic jihadi,2
like bitch,1
like damn hoe gave chance average aint beauty make together,1
like rd grade teacher used say either eat pussy one gonna,1
like momma said waste yo time plzing des fake ass bitches bum ass dudes cause gone get u nowhere pregnant,1
like nigga lie bitches amp wonder go crazy,1
lil trouble beatin bitch showing judge zero respect lol brooklyn niggas temper,1
lil kim really made trash smh,2
lil bitch dumb,1
lil dumb ass bitch fucking,1
lilly tried climb tree bird completely failed oh god,2
literally every man fam copped bad white bitch wife even boutta break da chain unless latina comes around,0
literally middle ghetto people look scary,2
literally got first thing chug huge glass water,2
little bitch,1
little bitty bumble bee bumblebee,2
little fucking gook smells like shit thinking motherfuckin boss fuck,0
little things kill negros mood man,2
live birds found elmo doll us mexico border,2
living bitches hashtag live,1
lmao lebron expression says rt nigga fuckin faggot,0
lmao rt u live wit ya girl u dishes u faggot,0
lmao rt soles reebok classics even handle diabetic weight rick ross holds,2
lmao rt lowkey peyton manning trash,2
lmao let hoes hoes savin nem,0
lmao look hoes rt,1
lmao redskins turnin,2
lmao shovel video pretty awesome went like ton bricks lol gotta love honky riff raff savages,2
lmao got titanfall jump bitch,1
lmao bitch high asf asked look high,1
lmao wack ass rappers stay mad make better music little bitch rt get suck dick list,1
lmao wallah nasty bitch,1
lmao niggas regionally picky hoes say anything twitter makes fun tho,0
lmaoo bad bitch hit matching bad bitch bats eyelashes matching,1
lmaoo seen coming rt fat bitches need love craig,1
lmaoo rt bruh make song called uber hook uber make pussy wet,1
lmaoo sayin statement last year rt boozer trash bro done,2
lmaooo rt tranny open jar pickles,0
lmaooo naw man rt yo want rt u serious bro lol rt early bird special,2
lmaoooo bird hand worth two bush,2
lmaoooooo supreme trash guess bape trash huh,2
lmaoooooo rt rt dre really big sloppy bitch fat shit,1
lmaoooooooo rt angelo prolly nice shit madden lmao fat bitch,1
lmfao rt eating pussy rt rt really want braces way,1
lmfao rt new york world series titles time,2
lmfao custy bitches like come,1
lmfao didnt rt got cute new avi old colored contacts,2
lmfao straight retarded shit,1
lmfao watching brokeback mountain taylor cuz never seen aha queers,1
lmfao oh forgot texting u rt told u text need buy salad bitch hungry,1
lmfaooo two bad bitches giving head dam time oldpics lol,1
log nigger rt relationshipgoals,2
lol followed bitch unfollow cause talkin shit shit away two,1
lol make hoes madd hahhaha,1
lol nicca dime game got soo much clout niccas goin da store buy sum dice,0
lol rt youuuuu got niggas got bitches,0
lol sam said betty boop hoe,1
lol actually bitch please choke nuts,1
lol bitch think classy fuck ever,1
lol bitches hella mad exs like friends forget past,1
lol colored contacts played,2
lol faggot team pipe beef,1
lol hell naw fuck dat one swing swing bitch one gone get punch rest gone get punched tf lmao,1
lol ike turner,2
lol im curving bitches like im taken,1
lol bitches staggering drunk,1
lol la aint fuck jitt never wanna labeled hoe,1
lol niccas remember ginyu force,1
lol freshman said dress baby retarded said well mean u act like baby might well dress like one,1
lol cunt liar hope drop dead k,0
lol since south automatically sound like fucking redneck hahahaha fuck stupid ass,0
lol look like waiting another nigga bitch,1
lol shut rt lmao early bird gets worm,2
long yellow,2
longway bitch,1
look coon ass nigga standing damn toilet looking around manhood,0
look little faggot tell beautiful much make smile,0
look look us niggas look pussy fuck,1
look rich act poor never trip bitch,1
look call chubby call dumb stoner say asshole whatever alllll know rap bitch shut hell hahaha,1
looking back liked colored better let go back,2
looking forward ncaa nba basketball states soon iubb hoosiers pacers pacernation course breadsticks,2
looking like nappy headed hoe reppin patrick ewing crew neck tho,1
looks federal gun laws proposed week lack awb hope media antigun crowd choke crow,2
looks like tool useful clay hammer fag,2
looks like yankees competing boston east cellar year mlb,2
los bitch taught true meaning gravity panties kissed ankles,1
lot peeps playing nite g playing heat nig louie playing rutgers girl tif playing wnba finals,1
love bird flames thank song,2
low info people pissed oh dumb fucks race baiting bitches,1
lowkey got fan hoop skills lbcc aha niggah lol,1
luda said bitch bad well mine looks better weather lol,1
lynch mob thugs threaten zimmerman jury n ggas coming bitch ass jury hatred stop flowing war,0
mt ted cruz proud wacko birds standwithcruz keepcruzing pun,2
nigga rt feel good hoes yall even throw charge way,1
mace wife charlie brown rejectedpeanutsspecials,2
mad respect affleck refusing wear yankees cap though sox fan wearing mets cap probably irritated,2
madea old hillbilly hilarious together,2
magellan suck trash talk,2
majority trash anyway,2
majority time woman story trash anyway,2
make burger bitch,1
make first impression best like nino brown ima cancel bitch,1
making brownies,2
making drake disses gt gt rt cant wait call trash tell everyone b l u forver goat la,2
man ducked like true hick would split white trash faggot lid,0
man hope think think hoe,1
man swear today like nation hit tony driving day chink almost smashed,0
man tryna give chief keef mixtape chance shit trash,1
man arrested opened nip bottles vodka found car,2
man im glad im around see redskins go playoffs considering happens lifetime redskinsblow,2
man zebra print dress robs bank,2
man bitch beautiful helen troy,1
man talk em rt course nothing wrong applebee like trash food,2
man bitches boring yo outgoing fun wild bitches,1
man got fucked within inch life evening unbothered bitch carryon,1
man serious shiner chara sporting yowza,2
mann first game weeks wait redskin always redskin,2
mannnn tonight feels like trash,2
manual labor trash,2
many people claiming slippery slope absolute ones said slippery slope argument paranoid delusional tcot,2
marcus smart belongs celtics trash destiny,2
marijuana hydro pussy hoe ass titties,1
mark teixeira finally stepping hr couple bbs yankees,2
mary jane dumb bitch peter job saving city spiderman bitching came play,1
mata ngeli alu polosi ho nifo,2
maury funny sometimes ratchet hoes need get knocked fuck,1
may bird paradise fly nose may elephant caress toes may wife runners u,2
maybe colored blind red lines tough talk walk tcot,2
maybe feel great got hrs sleep surely last nights boxes cookies amp crackers dinner chunk,2
mayweather pussy hes winning cus picks fight picks nobody fighters fightpacquiao,0
mccann although greatest seasons would step russel martin mccann carlos ruiz mlb yankees,2
mcdonald hella trash,2
mcdonalds pipe self defence beating one nigger hand would shake deal sheboons,0
amp hubby relaxing studio lil headed str honey doo wop wops bday bash kristen,2
da gonna reboot da jeffersons dis time gonna weezy married pre op trannies,1
song bird sang hs gospel choir,2
gusta pollo espa ol lol,2
n niccas ya type neva exchange wanna talk n still gain us,1
downloads flappy bird sierra welp goes school,2
meatloaf cream potatoes deer steak gravy pinto beans cornbread pear cobbler n bread pudding fhc,2
meek nut shit one time bitch guess forgot hoe shit wale twitter oh ok,1
meek mill said get yo game lose yo bitch damn lol,1
meet india amazing death defying monkey king,2
megatron must fucked stafford bitch something throw mans ball,1
member bitches put le front everything foreign mf,1
members non traditional religions sub human trash,0
memorial weekend early bird wine walk price still available participating locations,2
mentions probably look like septic tank rt go ahead meme cosbymeme,2
merry christmas bitches,1
met woman trying feed crow brazil nut,2
met bitch online call e bae,1
mi caldito de pollo estuvo incredible ahora snuggle con mi snuggie mi hubby queeee riiikkooo,2
miami run defense alex smith trash,2
michael sam cut proves fags belong football nfl heterosexual sport heterosexuals,0
middle eastern indonesian women beautiful never seen ugly bitch bollywood film ever,1
miley cyrus went singer v show stripper rap need big ass tiddy dat bitch,1
milk marie approve ugly hoes,1
milk marie got pretty pussy call pink cause nigga fell love,1
mint oreos gt gt gt,2
minus retarded poor bots,0
miss scary hoes,1
mississippi state fans best mock easy poor state hard getting wins top opponents failstate,2
mitt romney hates big bird fascist,2
molly ellie need teas cafeshaw bound go everyone else amsterdam get time hey ho,2
mom really came found anything possible bitch,1
mommy said pussy cats inside dawgs house,2
monday like saturday bitchturnup,1
money first woman second hoes last,1
money hungry hoes never get crumb,2
monkey see monkey really abu,2
monkey see monkey doo,2
moral story like yanks pretty much anything tell,2
morning terror read ocean trash gone one knows went,2
morning trash,2
niccas broke always n limelight,0
time thinking bitch u gonna give pussy,1
hoes copy paste someone copying give props,1
mother nature hates yankees baseball,2
mother b bitch,1
motherfuckas tryna hate whip acting like got cooler interior light speakers hell nah bitch boys,1
moving bitch weekend,1
mr president amp homeland security please ignore foreign threats focus sole attention police force acab landofthefree,2
munching ww crackers amp studying nycs trans syst since nyc amp thing yrs clubinsomnia vacay,2
music bitch put,1
must light skin hoe lmfao wtf mean af wasnt ready bruh rip,0
muzzled pit bull throat slit found side road pa via hideous abuse throat slit left die,2
hawaiian thought day aloha muzzie pigs ever,2
instagram bitch telling follow person fuck,1
oriental gallery blog new land free enterprise,2
twitter app poo trash,2
advice day tranny go fuck self,0
arguement baddest white girl trash argurment trash paid,2
asshole credentials even rednecks hate,1
auto correct makes sound fob,2
baby boy asleep monkey since little love son much,2
baby guinea pig cute adorable,2
bae said u bitches watch mouth lmao,1
barber bein able cut hair yesterday really prevented goin club gettin mad bitches b owe free cuts,1
best friend loves justin beiber fag,0
best friend says need love right thinks soon love monkey,2
bf loves crows thought might enjoy last tweet,2
bird got headache,2
bitch,1
bitch bad lookin like bag laundry,1
bitches related kissing cousins,1
bitches cleaning,1
bitches get christians nigga,1
black queen dreading hairs thank high moor queen asked want better,2
cats bitch niggah,1
cheapest broke ass meal egg noodles buter pepper nothing put syrup bitches,1
clothes always retro sexual like im hetro play bitch like nintendo takee ride benzo,1
doctor tonight miserable cunt even nurse pissed since pm come see,0
doctors office retarded noticed put prescription order canceled give us call need refill thanks,2
duck got big fuck yes duck like bird,1
dumbass redskins mcnab jersey,1
expectations high comes anything weed pussy food clothes n kicks people shit needa,1
eyes feel chink eyed,0
favorite dc restaurant charlie palmers,2
flow retarded,2
goal soccer year get yellow card every game,2
grandma threw raps ones made th grade literally crying thats work trash,2
hair trash need put masque takes much energy,2
head big snapbacks like beanies better anyway,2
lil cousin hating bitches always want older nigga fault fuck bitch chill lol,1
main girl tryna get blessing side hoe tryna get affection,1
mama made brownies everything,2
manager new brand pre order w gt red lust amp cherry white beanies,2
managers stupid cunt yes said,0
mf dawggg miss hoe man,1
mom buy oreos love,2
mom cunt,1
mom seen progress report amp like wtf wit b bitch wtf see tf ungreatful,1
mom wants buy zebra like reals,2
mom fucking cunt dude,1
mom younger brothers gonna come disrespect mom amp call bitch amp cousins gonna tell mom stfu wth,1
neighbors sick wake um nigger music ctfu,0
nephew albino albinos astigmatisms eye spasms partial blindness faults,2
nicca swear see madden lol,2
nicca drake gear game bad lol,2
niccas real fa streets rip ike free nwax,1
nig yes black people live wisconsin lmao shock da shit learnsomethingeveryday,1
nig jus found girl fuckin anotha nig meets wit dis nigga,1
nig jus said nuttin worse den fat loud hoe tru fuckin story,0
nig kkeldalegend took good old new orleans soul food,2
nigga mister meaner hope back bitch,1
niggah slept perfect,1
nips cold,2
nudes trash,2
phone finally back bitches textnow,1
phone fml still gotta get yellow sign lol motivation lol btw zoomed x lol,2
pits stankin doin dem flows hard ol colored body da heat dem white women pushy day want dare flows fixed,2
pussy taste like pepsi cola,1
shift time mean time im go get means tweeting trash,2
side pieces real jobs nigga fuck birds,1
sister called chinks asked open ctfu fried,1
sister told look like bird past told look like alien,2
sisters bitching school tomorrow like fuck hoe least studying right,1
son still issues tying shoes barefoot time case wanted know hillbilly status,2
teacher always says man ever abused wife using marijuana unless hides oreo cookies deserves,2
nba allstar weekend unofficial negro holiday,1
nba handle zebras,2
nevermind found trash,2
new nashville noise loves burgers honky tonks grabs pizza,2
nfc south trash juice,2
nj sole sole sauce get soles icy,2
nyc media last week lol look flyover peckerwoods freaking nyc media bring dead,2
nah electric fairy tale seems cool rather buy drugs money,2
nah bitch apples apples apples bitch nawl cuz oranges oranges oranges bitch dumb fuck,1
nah fuck em bitter heat bitches funny seeing heat bulls fans get along lol,1
nah yo hoe swung matter fact rt yu get hoes,1
nah still rt flat booty bitches asleep yet nah,1
nah gt people tell artists defies definition trying show youpeople retards game,2
national review calls gay marriage lawlessness oregon tcot gop nom lol teabaggers,2
nature majesty beautiful melts butter rt photo rare blue colored red king crab caught alaska waters,2
naw rt one mad espn gonna talking faggot ass penn state week,0
need bitch drop niggah,0
never put much relationship unless bitch actually puts effort,1
never bring hoes house cause bitches talk,1
never let boy make feel like anything less bad bitch,1
never lettin dat nigguh used twitter phone,1
never seen pussy like,1
never seen tinted yellow tongue ate lemon jolly rancher,2
never seen purple bird poop today lol,2
never trust bitch cause bitches fuckin anyone say know faithful bitch gotta get one,1
never trust bitch took nigga,1
never turned back birds,2
new jersey yellow green chevron stripe like charlie brown jersey,2
new boss said buttons shirt white colored hoes sharpie glossy,1
new pussy always better,1
new show announced lutsen mn papa charlies december,2
new show announced lutsen mn papa charlies january,2
new test makes poop neon colored colon cancer,2
next time u gone call darky nicca call dat coon jungle bunnyboondocks p,0
next time leave magic trash jacket try initials written,2
nicca dm talkn bout follow instagram lame nicca longer follow twitter wheretheydothatat,1
nicca n dis bitch playin games phone,1
nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted tea leaves spellingbee,2
nigga ended going juco messing hoes signed smallest moral story take u get,1
nigga fuck hoe ion want fuck yo hoe fat chick amp bad built,1
nigga crackers chase,0
nigga retweets trash shit,1
niggah niggah niggah believe wacthh,0
niggas actin like hoes em bitches,0
niggas fucking gay try cancel saying nah bros cool nahhhhhaahahahaha faggot bruh,0
niggas feelings find hoe fuckin another nigga stopsavinthesehoes,0
niggas dehydrated wanted pussy ate everyday rest year would happen,1
niggas cheat bitch expect pay back whatsoever yall naive bitches,1
niggas cry get hit high cry get hit low nfl full pussies,1
niggas deserve better bitches,0
niggas fall love evil bitch turn back friends cool tho,1
niggas gossip like hoes man wid shit,1
niggas bitches,1
niggas retarded lol,1
niggas sleepin bitches grandmas lmfao maury fake af,0
niggas sooooo pussy swear talk action,1
niggas swear trust hoes fucking raw smh,1
niggas talk bitches days,1
niggas wear wigs bitches days,0
niggas wifing hoes amp ugly bitches get facebook remind fine,1
niggas bitches cheat cause mf always think gettin played,0
nike dc trash,2
nipple banana monkey,2
bitch anything hide like people looking phone,1
cuz redskins dumpster juice rt game week still best rivalry sports,2
girls hoes,2
half breed spic right say anything anglo ever killed,0
matter hard try rude mf keep talking like bitch know,1
speculation mock drafts finally draft day bortleskombat stormwarning builtbyucf chargeon,2
one goes psychiatry help people people immoral everyone works field pure trash,0
one even eaten twinkie like decades,2
police department hires gypsies half breeds nigglets trusted,0
saving hoes,1
thanks lady look like got white trash train rather catch disease kthxbai,1
whites pies well negro pies,0
wrong try change faggots gt therapy tcot understand sympathize like retards gt,0
noap taking rt maca root pills making vagina wop,2
nobody gives trophy cause old colored favstartweets,2
nobody going say anything unloyal sterling side bitch,1
none us went prestigious establishments clearly superior fucking retards,0
nope yellow otl,2
norwalk ghetto af lol sudden everyone dodger raider fan,2
nose goes taking trash time,2
bit courtesy bainbridge isl ferry riders fuck em next time think gonna break paybacks bitch,1
straight men frustrated unlike okcupid queer folks ability block,0
fan guess im minority rt beyonc ratchet ass trash rt anti christ kfromtheg,1
word jihadi stream kurdish female suicide bomber kobane story undermines mythology several levels,2
allowed play flappy bird around grandma swears stop swearing lol,2
going put red equals sign facebook faggot marriage equality prop,1
really sure describe happening eurotrash vip room,2
sure teabaggers would care nelson mandela one know mean teaparty tcot,2
sure someone would put pictures escort website selling pussy,1
plan dying soon totally going write kenobi sole heir thing locally trust,2
call bitch gone hate bitches,1
sound like total bitch tired peoples kids back school pics post pics back college day,1
trying follow spooks offense,0
ya grandma brownies wink wink,2
note rocketeer removes cardboard launcher carries trash bin fleeing tidyterrorist,2
note khorasan old arabic name parts iran afghanistan invention modern jihadis justsayin,2
nothing good tv eating balls innings great,2
nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flipping munn,2
nothing says teabagger like millionaire complaining broke huh hillaryclinton hillary give break lol p,2
seeing chatter among jihadi fans taking credit alledged kidnapping frenchman algeria france,2
gook boy shawty,2
listening lil spook getting good kinda sad imma single fall know getting annoyed tl aye,2
hoes bout post saints lost im still cute pics gram,1
infuriated jihadis putting murder requests saudi fighter pilots participated bombings syria isis,2
side bitch main bitch bc main hoe feeling mo mo,1
nicki minaj said fuck skinny bitches watch fat bitches come outta time play,1
drinking till unconscious feel get fine bitch,1
jihadi networks waking amp claiming raqqa radio confirmed two planes shot amp pilot captured isis syria,2
nuggas obsessed homies like cant bag bitches,1
nuke town pussy,1
ogs love see yung nicca come,1
oh saying democrats lost teabagger vote lmao bobble head morningjoe,2
omg ugly faggot bad mother kill like robin williams,0
